customer_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code
05713fc2a5697b32c1d28fa225804a6a4539cb7f076928ce6c362860f84c0434,1.0,1.0,ACTIVE,Regularly,58,61db03b67ec71653a9d4cbfff65ea908f661390c0151cc43e8b0fdd40e339d71
05d2db53d5d6d2330208ca3243acc0f47af1f9e25f8566f1f081e7dcaa1b3fac,1.0,1.0,ACTIVE,Regularly,27,b2f6902e23aa080f651470e48424adefcbbc05267c2ffbc04f4c5604ba95db6e
06308b6282b73106fc4468d1d0b3f6739e656a57c3635ed32e2782bb68dfcb89,,,ACTIVE,NONE,33,bf229c7c4b9d2cf0edd53722686c8fc14bcfb1088a16d59bb1a659bd4362c1b8
0640c78bc263b3e31c0d5e6e41082beb28ab86d481fcd7c7b32a9819dcb88d7a,,,ACTIVE,NONE,52,2cff7b9d55d7783ef6252076e2877e38ab170728a0331be6e595bc7d5c480bde
06645dcd5ba24c24f23c4773f14ba1869b1fa95cdfa4dba2ce1c8ce37f1d52e2,,,ACTIVE,NONE,35,aa17e87dcd945486d35aee0b010b27859752f298eb247ecdb0630d036c51cc42
06657572990e8934ca031addf79524ca1aae7c1c35e0b15a30433a5b71118579,1.0,1.0,ACTIVE,Regularly,19,9727f65901d1d1ec1ef0b28987a603bd5099fe168f0fd391406ab848f405974e
066b223b159e0d22966e838bcaba0f4152b788fdfa51d651067451141a3ca72f,1.0,1.0,ACTIVE,Regularly,42,2350fb3e35858e0ca8f46d844300602e41cbca7ba6eceefeeedce22a53f3b96c
067264a801da6d4d78cb386b8d6f0a4dbeeb46b8e56db16e8e0e21c42ac5f11c,,,ACTIVE,NONE,31,cd5ea8d63387bfe14da83caa3677f563e0600ec8d54f015f4eff92a3d0b427f5
0689c095203d37e702e809cb3cbabc49144aeb7729dd52c9555f02a7de5e7906,,,ACTIVE,NONE,22,710c1c340321c13dea6053bf404c31658ce6d3c5c3ece057d87d572ba19cd79b
06bd95a96229e5909b8840465304b401590021bf3e985a498a58f1116e04ca49,,,ACTIVE,NONE,22,4dbfccbbc30eebc46a7e17ccaa636822d107980fe5be711d02df3d6c97f03283
06cdea1dfa5654b05d646b59dff9ee55d7bac643745add709d94717f37bfe114,,,ACTIVE,NONE,45,c9328ec46466261fbaf762353363f7ed8fbc7535e957823e93a5496ca0750ecb
06ece326eb806f75bdefa8655e2ff0d3c2861c6675864fbf708d086a51f795f9,1.0,1.0,ACTIVE,Regularly,48,0bc236e16b4407492e96e3b1820ec85bb2ca39a1473e7d0dfb98f0cfa8808e2f
075083cf54e37abbfb4fc5be69b8556acc14008318f0537a26b0dca44439e238,1.0,1.0,ACTIVE,Regularly,34,8d20dc547deeee43db40c92b7f658f0671da0e75955e9d39beb52187b869f175
075e6e1edfc71fd110166f2ac72d9ea2614c3bd7b5b5ee50c41ce936a312d9be,1.0,1.0,ACTIVE,Regularly,20,72ea1c98c383cf8230902ec6694b1420e6a771225f46da9bd59b00943cc69943
07733b8d7c1025a1684b2b82ea52d53544e01a1517559beca542ef441da1d8ba,,,ACTIVE,NONE,57,957187c73822b538afd9a602baba5ca62e8a44f6b7d7984c54c6242319d7353c
078aa441fc04573d06f765562ec6260b9f0017fc6cc08ebbd93d3c9a7484bf38,,,ACTIVE,NONE,55,6f96f3b0bf9164a0031fc51370a38ef8f53d22db379f9702b57518e7cb705261
07dddd8766e24a16a71eb1fe51fe0c04cc4cb16fb168752442217b2462e8ea93,,,ACTIVE,NONE,31,a7a3fd51a11fa326a5e0f423b84fd9c9d6ae9be696c53a1ec600402357300f9b
07edcafa50f684edc2fc15a1bbf2f79973c896cad5b868b4e029be3732e0acc4,,,ACTIVE,NONE,31,2d691e59feaeb1bc924550735f2852278999db76231242624822f8daccf570ca
07f7ce70780f2b7944af286cb344235ad3217a6b4231538f14b45dd8bc862c8d,1.0,1.0,ACTIVE,Regularly,52,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
0824ab25d3b054266a51dca288d04a923a7469426fe45e4f154fc5d5482a9c4b,1.0,1.0,ACTIVE,Regularly,43,74e1f6ad56b6abba7f545f4d95ed2e7435ff37da37e81c6021dead53555d6fff
0855c11ea121c14e527ed44488e29f9d874e13c5d3e9e326081ea46c16740c2b,,,ACTIVE,NONE,51,ef155da1acd427a603b73745f5d5a24416b8f8a0588828f783c6ac47a593ebf5
0891012c665959be87c45b9d1cf0ee9e90e8d21e8c4af74fb9a4f56dd77459e7,1.0,1.0,ACTIVE,Regularly,41,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
08912e029dc780e47e8426cf1cdf9454a95a39a384941ae50b7ce725dd17fa9c,1.0,1.0,ACTIVE,Regularly,24,b7b4d14fb7482eb250f6284816b668ad9a460cd9fefaecb4421affc92b1f4014
08d6063d5fe7443743367f126673e50525c53673b1dd9cae6004f1b07f2a4479,1.0,1.0,ACTIVE,Regularly,52,95214ae389e236cc804683d8152758b4bb81365669f2a4061b5c60d83286d8c8
091bda2d3924e39ea10a079965e179dcfe1b782c3e8498e2a7325d07291419ce,1.0,1.0,ACTIVE,Regularly,49,45b98cff589e3b540181a185d49b8246f16170e1f8ab271e2f225d10b456452d
091dad0c60b964b402a93dc4af5295a130863e561e5a4ab04270b3549560c1af,1.0,1.0,ACTIVE,Regularly,44,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
092a52a1a79d92e186667e3193ab5dd537384b13be4106bffc84df89ee6271b0,,,ACTIVE,NONE,19,6857ce727eb63aaed8973c9d9a12f67ae57fca2d9a15038721a5165b4e3a7228
093e981814cdd2cbcfe0b46f1dcfc167f9a429d00f96f64f46f6834222072c62,1.0,1.0,ACTIVE,Regularly,53,bdadd78f63eaee700e78230f05f5e462a1c8fb6786041ad072f519aac2bbe396
0974d0bebb275538e0bff0bbe3c1882358ccdd5f9a2320f13b20b584d22e223e,,,ACTIVE,NONE,30,4782dbce7b7a0737a7606db312254c7f7d13a9b41cacf9b30ce216aa8728bf70
09941f34675d187b9a321d5198f402581f9bc7b2d497b84ba7cb17c331132f0e,1.0,1.0,ACTIVE,Regularly,24,bd7dce04084a4e1cd927dbe680208340d5db3e6db93ec71e6d6a2286dff03fb6
09a73a3f105ced6d98a95fe97e7cb3c323bf75b37821fc3049d7b4aa6835254f,1.0,1.0,ACTIVE,Regularly,49,9a593bde92410b5db01a659989df9ab97589a281bb17b5bcf31b6432f5bfdc8f
09f37656f3eb751a72bffe3702a1f99810c175de963340f6f9366a60705446cf,,,ACTIVE,NONE,34,2b536be8403f361478cb4cf93e5eefd3680140eb4e9c2106669cd523ad393c7e
0a006002f60f72eca094295a413d69c061f2ed64cf7460df6ab2493978e55011,1.0,1.0,ACTIVE,Regularly,42,5266f9751ef45269d22726e65de7d7854b28fe2091a6f374e46ed5e738cee090
0a034c1d07778b5a7caa2a1dc884ef4eda38621b8dad835353914568b7f46e14,,,PRE-CREATE,NONE,49,fe4c2b8c44bd229927bb82f46fae664858e64ebe81c86b35327303831fe19a98
0a052fd5ce1c42bc1a882213a4f7f1e69d5404331271d781374506ec4abd0fef,1.0,1.0,ACTIVE,Regularly,19,172d937dffadf47f33ea28bdbd7bcb46e0d4f0f21d1fca6ecd9d30629c2917ec
0a566bb8f82aed3af4484fe9cea31692e123c4c97181423d38610fd3837c1df5,,,ACTIVE,NONE,28,9fe4a670289e6ee4aeacb57ca7ce04cbb7915411e93ec413628e4dab922b8a95
0aa0fb09eeffe0e342f54ff7d6cf328ee585dba7da6ecd921b254587b05d13ad,,,PRE-CREATE,NONE,49,3385a45b23e8039dd6983b45b57d05c1109cf54aeae19aa1ce6e835614a1a580
0abd1d7cda5c61e378dc4313d615b567ba4e629353ba5b37cca40de0ad8b462a,,,ACTIVE,NONE,45,629275cd8cc7a5d576375db844d44c34c72d5ea254f92b5d598cbf59659d7699
0aeda2862497a705128b5fc675789635156e9bc15e846737ac4a624c2a4e2357,,,ACTIVE,NONE,33,16255c660cc674a1b517b39401d4c6b5cf92c6c5d0812189864d50482406c584
0af78753c56d0fff29bb52ac49b6c5295a880b8fb0850cfe7ccc79be9534206e,,,ACTIVE,NONE,21,5d06bad42b7b3d3762a9d5d4e18690396d5d3482b9a65295bc00a12c3ac7cd1c
0b1d098c6faa269adda14bccd25e98aeacd9cd6cfacf2c503572c42d89d6e149,1.0,1.0,ACTIVE,Monthly,45,549649c3782500a197e07e8e707d476e0de6192419bf5d1d3508de9a64abcd31
0b215cde7e881e92465119da5192ef35b94659ac7d88f181f719fb98edb9ad73,,,ACTIVE,NONE,23,002a094fbc6c59234d1bef889f2bd69a5f1a94f4570521913f9e99e6c70d5709
0b841ead0a35b29f29999001165606da0022773dd906f1dfcbe4e0873ad706b2,1.0,1.0,ACTIVE,Regularly,30,81ce5e062da7b6ed0d6c039fdd921235cf2ad8edfe50c523d97988ef60a622f3
0bc2ff05205767864f6950a6b823634b60b5af6c9c58dc2b6be44bec368bb4b4,1.0,1.0,ACTIVE,Regularly,24,5fdad97e6cc07fcaaf3a57cf3867209d146a854f430a1bd89a0ac337150f43af
0bc994e3aa3207f71efb2a960226247334f1665888a454523dad5815f8a74bb2,,,ACTIVE,NONE,57,c467695195081d489d46c39f69cd4dd7fc70d56dec23806f61d18023506222e3
0bfc425b05d6faae7f19bf16731331646354158427a3954575470c32d406d859,,,PRE-CREATE,NONE,26,ac2f6cbd0f587ff85cc75b4febc9457b1f1e8ce1ae9b11193fe3f094abe0e5e2
0c202f903ef5807e668eac668375b3427e2cdf29337c38a7fe3b1e0e2a92aeae,1.0,1.0,ACTIVE,Regularly,57,d714564d1adde10c081285dd86c37a42d05846ceeeb0c5a39c774dbd34bf878b
0c68ed871d2e2eda1e5ea517d9d308eae2f38a2c228118c8796b3a76d167e407,1.0,1.0,ACTIVE,Regularly,35,cb7c595b59ef0dc9fa9951d2b9962a52b2224a2c9b28b59a9cfb01569cb9d95e
0c6962830047b308084f9f2c27af280f1a3840fcaf2482db51b81c58a005b864,,,ACTIVE,NONE,54,e657a54a98aff80e0c3322b9560cbd5a9ded859ca2b347d6ad42c9b2c87f62af
0c9b8cd3aeb39085f3937b54f23e335322dedeb1a6e1977ef389109efd6eca51,1.0,1.0,ACTIVE,Regularly,78,35558441edc47e0e2c60627d185c8c332988da66e5ae74a0716d8613e930abe7
0ca1604c80cda350cdeedcc2cbc9f9825dc33b778b4caf434741bb07991d75d8,,,ACTIVE,NONE,18,9abd80f287ab65670f0475c3fe19c6e965f0ef78c53cd94b835a53d7ca7c4ff8
0ca84ba2cd82b68ee50c0b5ae1494ee7e5fddeb3e260d7ee0ec758c3b0f760d5,,,ACTIVE,NONE,28,e7b725d74165f44732ef8e330e4379801ac63814e0ce826834cfb6bb756aad1c
0cb2d162cb9d088a650303e2639c8a47db4d1c207578abd8f0bc28cc56f2c6c9,,,ACTIVE,NONE,29,aa444aae142b618d1d033f60aaee54fa803b3abeb405a67547f49d05f0d3a386
0cc419e102766c5aa2ffb7c883ff2ffbecd10cfd892e6ecdd1252e6148b6e7a2,1.0,,ACTIVE,Regularly,43,b7a11eea3268a19611e74c00e916bbfb801ed08bd2f90da7d975b653c8d4bf0b
0cc6859faa28c8bb74a9265e9eab5b29b53a6a1f57a59b163d7852f3e94bb895,1.0,1.0,ACTIVE,Regularly,36,0c9ad171040a6e3729a632d2072da2daa17d24f9608954849eb7d73eeda31416
0cc7c9da53e6aaab9759027d7ffc9b4d22c2a7e1cc650638d8c31de7f630a184,,,PRE-CREATE,NONE,,c08261831feb6c926506cc6f79aa1a8b04eeb79d565876ea69c65b9fcf4ed4a4
0cc831abcb8824ecf0e577723e1347c4341ed968d3840cd63f366f0a978b07f8,,,ACTIVE,NONE,46,77560aeaa3093adcbba26ce1ba54037161117ea1d81a18dd891a02ed22a150ce
0ce5e840ef2929a257583fa0ffab3ac2cbe50207dcb6838ed3b2b477fa3f4e58,1.0,1.0,ACTIVE,Regularly,24,4519b28770d5dca9e99914660caa5f200ebe83a44884308131ad1ac0e21d7210
0ce71502dff9ace78dab5e5b02cfd1f592f2b89d713823c01a2c875f5c20ad43,1.0,1.0,ACTIVE,Regularly,62,586b0ed44b99ea397670c6d48bc5854e555fa9e282ebc039f0641ab9c7e6a21a
0d3065f916c2abac9a168fdb46d7421ff1002f387a020f2e55999610c887bddd,,,ACTIVE,NONE,53,5be8932a4c7f27f702f78e9960719a01fa948edba0881be9e3779bf977ccb62d
0d602de7c0af22a2c27007fc790d3d01452c8a4a15ff4d380b2046d0d291af4c,,,ACTIVE,NONE,22,4ffa71cb4a50dcb31a7d757716be26072a19e54a7b129ba54cba48c370cec1cd
0d8e311ea85282806c8601fb29c3abf57bcce3e23f7a1f76effe495bd884bf4a,,,ACTIVE,NONE,24,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
0ded45c66e08371ba218d70362e8eca68b040b88a49b1b1724350019eb2c694d,,,ACTIVE,NONE,20,f77e3acbb83b2b4de53efd1a30c4d79d517f8015163e89509e5ad2389b5a7e32
0dfbe8513c84406814488493c20a51c7635af0d89b37f96f77b207d64bab665e,,,ACTIVE,NONE,28,3d9c214ca6aef46fcdb1e35909d46e31839ec93c83e0da186c746182d74c7a93
0dfd3e31e6ab82e771ef2be1aea95f27d6a7af097ea68907d3171bec585a91ae,1.0,1.0,ACTIVE,Regularly,21,65785d88d9293bc70829c581d1153c6cb2c68f69536c2e3ecd5ad910c8f4bff4
0e01ed92d2dabb00ca278d4a7a0aab37a4d8c1fd0db41ea8b09be53f8fa190ef,,,ACTIVE,NONE,26,8d7ce90d7fed2b9cf7af40cbb9ec6fbad1d2b513414efc7c37c5dbcf6890f5b6
0e5ae8c81e53e6e82ce8ae751f1af37cdfa0a043b8ee3cfdc62a4016146f8efc,1.0,1.0,ACTIVE,Regularly,26,3680ba88e8cdb6eeb58dc357ef90d2b57b8250c0846e8fe8d0ab36e054cdd7ea
0e5faf5fb76e67a9d0f8920f7b6448ccc962ed801d0c264ef8edcc93739c7eab,,,ACTIVE,NONE,21,58111955c0c8dc41c66b3c8db402d8384c303b46d325c8ca602009dfb56f59ec
0e8737019972ae41d72a868e228a1a70d4816bb16fee428a6d3f10dc326d359a,,,ACTIVE,NONE,57,7677674c829a47bae427333606234c0aca738d54dae6bfb73ae2e2368bb00b4e
0eb837d98896dc9b8fd57ef7ad8691b4103c72a9e2044b28d31053bb87c63f17,,,ACTIVE,NONE,27,4bea6cabbbd93a4ef413cf20dbc684a651f6e7f0113c5cfbe93bf9ae63ca6b73
0ec6aa6e9a879e0b230c809cf3447f2bb14b2f10a99e20938d78522a3e09529f,,,ACTIVE,NONE,23,8dd7cdbeab57a8704be0387069bc48079d9454af85e0b7d72b998664d5bc00ac
0ecc6006cd35b79feeaf9fb186c907f5586e302d240924e1e3fb6e76f11a617e,,,PRE-CREATE,NONE,,78a64abc3b52f6ecebb68b30b15ce5d93c3c733cb0853dbf3900b696a06ca979
0ed0a0727fdc8112c1486512a2080117e0a1c6676a6fdb0ed97a922afb3a9059,,,ACTIVE,NONE,45,f00f1e237b4ac89960cb3e76e70472821921bd83e74ad85fd7ec1cd2194d0bc9
0eede8492257c5d672af1c0ccfaf3c76cc1fbf0b872f85be11766eaa4157e24e,,,ACTIVE,NONE,53,f1ec2a5c97f9949c9adbaa4a64b9c6769a97d91f61481b1227040528e0dc6f8e
0f0bdf1abc90a4ff9960633908179ac0efd16b40f80a119807e5c09cb0062735,1.0,1.0,ACTIVE,Regularly,38,9e8c9be7649538688f8445b8b0bc6d5b3d17ed5c1888712c5821cda6346b79df
0f1614d8fcce5f170a292a1ef8f5cb9e8a2202154b0cedd42c1f861d471cbc7e,1.0,1.0,ACTIVE,Regularly,53,fa2977f5d64e6658e12bc7931f440266cf5a982f0422d9491426ecfb774862d6
0f2e72a9dff681c2efb94ba007a165086e3b5ee51ba312a894a7dd56625684a8,,,ACTIVE,NONE,63,90577496f72554666a14a4c9c51fa60895e8af593fc39f9e0cf1384ce4fbe5f8
0f3f889be68d78e5376b2e588ff2ce9e82e5f3634517c6f0c4ad959af07ff113,,,ACTIVE,NONE,30,1c025562714cd154ab187b282b0a4c9eb57a30add2af95748671d4650c1b6ce7
0f6c2b0859db288e05de3e01fd208ff513364af7c8cec04fb38d4e6d96b72af2,1.0,1.0,ACTIVE,Regularly,66,c3a31962d4930fb96752a029e483479637e64c8adc39e690f234a488aa1e9190
0f6d39e44b2892ba1076eb67601e5a2225b8958ec88c7c93877873779292ad5f,,,ACTIVE,NONE,54,ee387888d9ad4d0815b7f0697b2567ff32b91fd0c7467f3205dbb8ab3d37b0d2
0f6f181b3039d6c5ff6afdf92261c8dd84a68d044bb226f7196be5f68b4950ab,,,ACTIVE,NONE,55,af05f1b7fc2fa99736ede38ce16ccb983f858e08e323ab96229981ddea44c42c
0fcc55264d0e486467f9a3697750ce6551c7f77f577aa4cc6ddbad7ac3436d66,,,ACTIVE,NONE,50,c88ca2679d13341357a3faa224fbd2b8da78c7d520b1376e9854a011f30d4eeb
1015a2af9000487f0a9aac21eb17df299aa231f4f7889c8928cbad4551290842,,,ACTIVE,NONE,29,9ffb019a79d75c45b69be01acef1705fe9db78e7487f2cbc85cd5c236d66bccd
1070c1c8ee300afb0a54c2563ebd7639c0e24f35c565f5769cbd324de17e7c47,1.0,1.0,ACTIVE,Regularly,24,790322093ab77aefc6f259c86670b01284946789d37e7c0373121eb96b7b1972
107b56951213116fb7da3b6fe95290abb05fc24cb38267db5cf3c96286306d02,,,ACTIVE,NONE,25,9cbc6cc277a0b8a5eec80aad7f20c87d95a9d441ff7d687081a61e36ace9a2bb
108d5023e912532d1c85da61bb2e1775c1dda887626102077590e2e75e39e793,,,ACTIVE,NONE,22,e7ba0f5d2a5179529125420fe98de7c2539f9afad402639469474812e0ca2b76
109ea00afe48d5522cbbca24853d9869a49d2f94cc945f86c93ee856d02212dd,1.0,1.0,ACTIVE,Regularly,56,9bde3ab9231462f6de13e421cd9cb2e75411f8907bf2690cecce62ae5b957a31
10b045b0f503b86cdbc8e4f48493a025fe2cdad077ca008b195e44fa10213675,1.0,1.0,ACTIVE,Regularly,25,88f6afadcf8989e1781b30409c6e58bf4c6c85441772848961b3c0a4f263cb16
10b2ef05cb2240b2e4a8a4899bebcf2cdf81c797b8fd80ab3e10bbbb9a06e4ab,1.0,1.0,ACTIVE,Regularly,24,911e30d21e1989927b8e8058c0a8973565246b951d1a4276bd3daea66a1bacda
10d27bdcc12be20c047921df0566860c9c5e74608da7d78e022c6b9e72f12e45,,,ACTIVE,,65,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
11549f02e32e419b905c3289df226c26274631ad1a2079cb435df4a12059cb43,,,ACTIVE,NONE,23,03e850cfd5bdaf2e62d76bcbd46879810e64bbd3a4d46a8b03bc27fdfc915170
116188f49cd07b712694f8c327f5549a3bd4e0240952a134fe500d0bfc6c33dc,1.0,1.0,ACTIVE,Regularly,18,95bb65974ff92d44058825f68ca1d08493fc34c3f05cd81383531307a3b63a54
117b80b9b4c334d2a8bf67a29e7216ed1943b714c6d6919c681df77b73f4b3c1,,,ACTIVE,NONE,25,7250a8aa789e1daa5cb5cd70f154209622f7c6fa06db8c6097a4be1d4c871057
11a56a0f06012d515ba192c6ea5239a40477a41d69bec8a037a6bd1584a141a5,,,ACTIVE,NONE,21,87a1aff93145e5cefe03fb87fed71784c13b2ad4e963d0a601fcf08100fc3794
11cee236ca0aafef0507b6983b0d6fc0299bf8367cd8e13e606b3047cbbc5697,,,ACTIVE,NONE,21,d8fb8acb72ffb40d18bb14a81057a2f0cf540e5d68dbacd17e39c64da7030975
11dba79122988639688bccf2d41c6d36453f42aea9ddfe7799531ff02c266688,1.0,1.0,ACTIVE,Regularly,28,8acb4fac2a7a12469b0a1cdd394c6e1702b8ef5b812c8c67c4066c0af9345bf2
11e5bc63dddb628426f8c482c18a70da1011f1c75ce40cbcc9864af1e650ee82,,,ACTIVE,NONE,20,ed3ac954854d7a09863b3d8b686a3ca798c61e7199225804fd3c4af096cf2dd4
11e6084bb7269422967ca8db1323d73e0074b6c303c9982b5d2f972af3a1e623,1.0,,ACTIVE,Regularly,21,6f422960bc474cd54fdf662d88f5931970286d243090adc9aa87c6e541fee067
122bb5e35b56c8016c2450c55aa8d698e062919ba040adb81c03dbf9a54bbe91,,,ACTIVE,NONE,48,482eac2f9177c8aa7a9eab1a70f2c96328636214d5c35e035b936bdf474075bb
12466ec028e13c331dbe9e98b5a076a32c19df54068155d684097423c491de2b,,,ACTIVE,NONE,35,a53c0386208a50549031ff6ab34e894adcfde5164874efb45649fe438e222661
126f75d19719f1a816aa32ca836385fa6613d7f73dce1bfe60c7daf15d5d900e,1.0,1.0,ACTIVE,Regularly,64,e9fa5834dc8e756ce6456060a537be47a9f8b6aac50c0054677d7770960ecdb0
12784a9b78f34078e4b2da0ee47aa88341fd98f16d04b9ebd80d5c9461114e74,,,ACTIVE,NONE,20,764cd370c83131afb0bee2ef74b62bac1abcd37ef5d552507cca9947feb6aa61
